article_id,ApproximateTitle,major_issue,study_type,preregistered,synthesised,other_data,analysis,robust_check,materials,replication,coi,materials_location,materials_access,prereg_location,prereg_access,prereg_aspects,analysis_location,analysis_access,other_data_location,other_data_access,other_data_type,synth_docu,synth_location,synth_access,year,coder1,coder2,isOA
754,Prospective Study ofMaternal Alcohol Intake During Pregnancy or Lactation and Risk of Childhood Asthma: The NorwegianMother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Tamara,NA,Yes
853,Association Between Maternal Use of Folic Acid Supplements and Risk of Autism Spectrum Disorders in Children.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,yes,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
500,"Maternal infections, antibiotics, and paracetamol in pregnancy and offspring celiac disease.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamara,NA,Yes
464,Maternal caffeine intake during pregnancy and childhood growth and overweight: results from a large Norwegian prospective observational cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
336,Association Between Antibiotics in the First Year of Life and Celiac Disease.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Tamara,NA,Yes
983,Vitamin D Supplementation and Reduced Risk of Preeclampsia in Nulliparous Women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,Tamara,NA,Yes
561,Misclassified exposure in epigenetic mediation analyses. Does DNA methylation mediate effects of smoking on birthweight?,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Tamara,NA,Yes
436,In-utero and childhood chemical exposome in six European mother-child cohorts.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
70,Associations between epigenetic age acceleration and infertility.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Tamara,NA,Yes
842,"Bulky dna adducts in cord blood, maternal fruit-and-vegetable consumption, and birth weight in a European mother-child study (NewGeneris).",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Tamara,NA,Yes
407,Early prenatal exposure to pandemic influenza a (h1n1) infection and child psychomotor development at 6 months – a population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Tamara,NA,Yes
266,Associations of Maternal Use of Benzodiazepines or Benzodiazepine-like Hypnotics During Pregnancy With Immediate Pregnancy Outcomes in Norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,NA,Yes
598,Cell type specific DNA methylation in cord blood: a 450K-reference data set and cell count-based validation of estimated cell type composition.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Max,NA,Yes
810,Maternal B vitamin status in pregnancy week 18 according to reported use of folic acid supplements.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
884,Decline in Early Childhood Respiratory Tract Infections in the Norwegian Mother and Child Cohort Study After Introduction of Pneumococcal Conjugate Vaccination.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Max,NA,Yes
681,Maternal relationship satisfaction during pregnancy predicts the risk for respiratory infectious disease in the offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Max,NA,Yes
18,Analysis of prenatal exposure to opioid analgesics and scholastic skills in children in fifth grade in norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,NA,Yes
938,Folic Acid Supplements in Pregnancy and Severe Language Delay in Children.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Max,NA,Yes
19,"Prenatal mercury exposure, fish intake and child emotional behavioural regulation in the norwegian mother, father and child cohort study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,NA,Yes
540,"Midpregnancy and cord blood immunologic biomarkers, HLA genotype, and pediatric celiac disease.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,NA,Yes
286,"Changes in parental smoking during pregnancy and risks of adverse birth outcomes and childhood overweight in Europe and North America: An individual participant data meta-analysis of 229,000 singleton births.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,NA,Yes
447,Determinants of the urinary and serum metabolome in children from six European populations.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
729,Long-term storage of blood RNA collected in RNA stabilizing Tempus tubes in a large biobank--evaluation of RNA quality and stability.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Max,NA,Yes
828,Course and predictors of maternal eating disorders in the postpartum period.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Max,NA,Yes
454,Vitamin D and risk of pregnancy related hypertensive disorders: mendelian randomisation study.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
669,Prospective Study of Pregnancy Outcomes After Parental Cell Phone Exposure The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Max,NA,Yes
704,Weight-for-Length Trajectories in the First Year of Life in Children of Mothers with Eating Disorders in a Large Norwegian Cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Max,NA,Yes
662,Do increased availability and reduced cost of early childhood care and education narrow social inequality gaps in utilization? evidence from norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Max,NA,Yes
53,"Perinatal antidepressant use and breastfeeding outcomes: Findings from the Norwegian Mother, Father and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,NA,Yes
445,Development of white matter microstructure in relation to verbal and visuospatial working memory—A longitudinal study.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
349,POLYGENIC RISK FOR ADHD AND EXPOSURES DURING PREGNANCY IN THE NORWEGIAN MOTHER AND CHILD COHORT STUDY (MOBA).,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
450,Prospective Cohort Study of Breastfeeding and the Risk of Childhood Asthma.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
934,Effects of codeine on pregnancy outcome: results from a large population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Max,NA,Yes
66,Perinatal mental health: how Nordic data sources have contributed to existing evidence and future avenues to explore.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,NA,Yes
348,75 Polygenic Risk for Adhd and Exposures during Pregnancy in the Norwegian Mother and Child Cohort Study (Moba).,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
442,Dietary acrylamide intake during pregnancy and postnatal growth and obesity: Results from the Norwegian Mother and Child Cohort Study (MoBa).,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
467,Maternal thyroid disorder in pregnancy and risk of cerebral palsy in the child: a population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
807,The effect of emotional distress on persistent pelvic girdle pain after delivery: a longitudinal population study.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
578,Maternal serum levels of perfluoroalkyl substances and organochlorines and indices of fetal growth: a scandinavian case–cohort study.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
307,Early-Life Environmental Exposures and Childhood Obesity: An Exposome-Wide Approach.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,NA,Yes
254,The effect of nitrogen dioxide on low birth weight in women with inflammatory bowel disease: a Norwegian pregnancy cohort study (MoBa).,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
508,Co-Occurrence of ODD and CD in Preschool Children With Symptoms of ADHD.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
186,Maternal dietary patterns during pregnancy and exposure to persistent endocrine disrupting chemicals in two European birth cohorts.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,NA,Yes
332,Integrated analysis of environmental and genetic influences on cord blood DNA methylation in new-borns.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,NA,Yes
541,Variants in the fetal genome near FLT1 are associated with risk of preeclampsia.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
801,"Trajectories of language delay from age 3 to 5: persistence, recovery and late onset.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
141,"Childhood abuse and the risk of multiple sclerosis. A prospective, population-based cohort study.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
690,Grandmother's smoking when pregnant with the mother and asthma in the grandchild: the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Max,NA,Yes
886,Familial factors and child characteristics as predictors of injuries in toddlers: a prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Max,NA,Yes
238,"Birth weight, cardiometabolic risk factors and effect modification of physical activity in children and adolescents: pooled data from 12 international studies.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,NA,Yes
528,Mother-reported and prescription registry data on use of hypnotics for children 0–18 months as a risk factor later development of ADHD.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
652,Longitudinal changes in neurodevelopmental outcomes between 18 and 36 months in children with prenatal triptan exposure: findings from the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Max,NA,Yes
997,Maternal eating disorders influence sex ratio at birth.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Max,NA,Yes
404,Prenatal and perinatal risk factors for eating disorders in women: A population cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,NA,Yes
455,Paternal and maternal obesity but not gestational weight gain is associated with type 1 diabetes.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
957,Childhood abuse and later worries about the baby's health in pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Max,NA,Yes
719,Why did we start the MoBa study?,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
817,Dietary benzo(a)pyrene intake during pregnancy and birth weight: Associations modified by vitamin C intakes in the Norwegian Mother and Child Cohort Study (MoBa).,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
32,Mild-to-moderate iodine deficiency and symptoms of emotional distress and depression in pregnancy and six months postpartum – Results from a large pregnancy cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,NA,Yes
426,Pregnancy-related risk factors are associated with a significant burden of treated hypertension within 10 years of delivery: Findings from a population-based Norwegian Cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
799,A systematic assessment of normalization approaches for the Infinium 450K methylation platform.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Max,NA,Yes
251,Thyroid hormone replacement therapy patterns in pregnant women and perinatal outcomes in the offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,freely available,no,statement says no,Supplementary materials hosted by the journal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,NA,Yes
657,Factors associated with increased risk of clubfoot.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
876,Global gene expression analysis in cord blood reveals gender-specific differences in response to carcinogenic exposure in utero.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Max,NA,Yes
412,Trajectories of brain development in school-age children born preterm with very low birth weight.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
908,"Associations between advanced maternal age and psychological distress in primiparous women, from early pregnancy to 18 months postpartum.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
191,Autistic traits and language impairment in children of women with epilepsy are not mediated by unmetabolized folic acid.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,Yes
507,High incidence of maternal parvovirus B19 infection in a large unselected population-based pregnancy cohort in Norway.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
781,Perfluoroalkyl Substances During Pregnancy and Validated Preeclampsia Among Nulliparous Women in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Max,NA,Yes
585,Pelvic pain after childbirth: a longitudinal population study.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
172,Social and Genetic Effects on Educational Performance in Early Adolescence.,no issues,Unclear,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,NA,Yes
91,"Diet quality of Norwegian children at 3 and 7 years: changes, predictors and longitudinal association with weight.",no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max,NA,No
161,"Body mass index and subfertility: multivariable regression and Mendelian randomization analyses in the Norwegian Mother, Father and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,authors point to third party,no,no,no,statement says yes,NA,NA,NA,NA,NA,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,NA,NA,NA,NA,NA,NA,2021,Max,NA,Yes
543,"ADHD, comorbid disorders and psychosocial functioning: How representative is a child cohort study? Findings from a national patient registry.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,NA,Yes
345,Attention-deficit hyperactivity disorder shares copy number variant risk with schizophrenia and autism spectrum disorder.,no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,NA,Yes
14,"Attention-deficit/hyperactivity disorder in children following prenatal exposure to antidepressants: results from the norwegian mother, father, and child cohort study.",no issues,Secondary analysis of MoBa data,No,No,no,no,power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Max,NA,Yes
421,"Re-examining the link between prenatal maternal anxiety and child emotional difficulties, using a sibling design.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
960,Prenatal and postnatal parental smoking and acute otitis media in early childhood.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Max,NA,Yes
523,Epigenome-Wide Meta-Analysis of Methylation in Children Related to Prenatal NO2 Air Pollution Exposure.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,NA,Yes
